energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri,title,artist,album
0.672,0.262,79.638,0.39,0.107,0.0,4,0.542,6,366400,-5.436,0.281,1,audio_features,spotify:track:69gz9onZQNVw55cMQsaYii,Tuscan Leather,Drake,Nothing Was The Same (Deluxe)
0.838,0.127,88.052,0.212,0.337,0.0,4,0.529,8,238960,-2.619,0.355,1,audio_features,spotify:track:2vJVj76Sn1L0M6gJhNihMH,"Two Birds, One Stone",Drake,"Two Birds, One Stone"
0.421,0.139,87.694,0.137,0.376,7.23e-06,4,0.442,2,297373,-11.455,0.111,1,audio_features,spotify:track:1my81o4N4vaHpcMlA3Gj4y,U With Me?,Drake,Views
0.603,0.11,86.162,0.0944,0.728,0.0,4,0.531,7,282027,-6.242,0.228,1,audio_features,spotify:track:4o4wEDRqotccDTXiQ7TORu,Un-thinkable (I'm Ready) - Remix,Alicia Keys,Un-thinkable (I'm Ready) [Remix]
0.712,0.198,156.209,0.27,5.2e-05,0.0,4,0.487,8,212613,-7.323,0.397,1,audio_features,spotify:track:1D9XLqQp2YYiOxrr5KLb8K,Under Ground Kings,Drake,Take Care (Deluxe)
0.872,0.107,156.109,0.119,0.0951,0.0,4,0.562,4,213813,-5.108,0.072,0,audio_features,spotify:track:0XhOgqDKTQJhGfD1WBuTdC,Unforgettable,Drake,Thank Me Later (Int'l Version)
0.658,0.615,81.933,0.195,0.182,0.0,4,0.591,0,212347,-5.881,0.623,0,audio_features,spotify:track:51q0vXgCI2CW9x4K8SdfXS,Unusual - feat. Drake,Trey Songz,"Passion, Pain & Pleasure"
0.809,0.336,156.344,0.282,0.00778,1.62e-05,4,0.592,7,234333,-4.667,0.272,1,audio_features,spotify:track:55YHftnlehUQQJoTSLKCxj,Up All Night,Drake,Thank Me Later (Int'l Version)
0.754,0.212,128.012,0.269,0.00356,0.0,4,0.761,1,380575,-4.674,0.381,1,audio_features,spotify:track:20HrYeWxZwGMuTycTXX0QK,Uptown,Drake,So Far Gone
0.427,0.0818,96.023,0.107,0.0703,0.00033,4,0.926,10,268480,-7.584,0.305,0,audio_features,spotify:track:31LIXek4OCRgKJn4RWg5Yb,Used To,Drake,If You're Reading This It's Too Late
0.727,0.196,164.992,0.208,0.0312,0.0,4,0.618,3,180520,-7.224,0.401,0,audio_features,spotify:track:3V8sM5OOG6YfDuDLa2IIYJ,Used to This,Future,Used to This
0.705,0.339,132.05,0.243,0.0218,0.0,4,0.845,6,246047,-4.271,0.334,0,audio_features,spotify:track:0XGLsSU6wtfnKXiMNvQr61,Versace (Remix),Migos,Versace (feat. Drake) [Remix] - Single
0.871,0.243,78.119,0.367,0.07,0.0,4,0.446,5,311960,-5.837,0.0795,1,audio_features,spotify:track:6Q9FvTex292zY3qUpPTptJ,Views,Drake,Views
0.527,0.146,100.12,0.173,0.185,0.0,4,0.435,9,211427,-8.057,0.283,1,audio_features,spotify:track:2f3qhXIqyplACygV2R90cP,Waiting Up,Aubrey,Drank
0.631,0.108,145.968,0.205,0.0717,0.0,4,0.909,9,276147,-5.447,0.394,1,audio_features,spotify:track:1jr1BnpXymcf2i97mTR8tJ,Walk It Talk It,Migos,Culture II
0.507,0.241,100.017,0.0445,0.0741,3.21e-05,4,0.717,4,199020,-8.595,0.198,0,audio_features,spotify:track:7bPLo5Fv7h15E2fW3g1mVQ,Wanna Know Remix (feat. Drake),Dave,Wanna Know Remix (feat. Drake)
0.843,0.434,153.877,0.135,0.201,0.0,4,0.462,4,202173,-4.903,0.494,0,audio_features,spotify:track:1eVr0CjFAfnnrNLyn87llQ,We In This 1.5 (feat. Drake and Future),DJ Drama,We In This 1.5 (feat. Drake and Future)
0.842,0.266,116.016,0.24,0.0928,0.0,4,0.736,3,339879,-6.361,0.723,1,audio_features,spotify:track:3ltQPTXhrON8jhi7WFPNRm,We Made It,Champagne Pa,Even Closer To My Dreams
0.488,0.64,193.397,0.422,0.00171,0.0,4,0.386,1,247947,-7.303,0.217,0,audio_features,spotify:track:7udsBKuqnJ5csWTAkR0vEI,We'll Be Fine,Drake,Take Care (Deluxe)
0.466,0.215,135.089,0.0512,0.729,7.63e-06,4,0.321,9,212280,-8.163,0.194,0,audio_features,spotify:track:4xsUpuoiYy06Of1LtLcz0G,Wednesday Night Interlude,Drake,If You're Reading This It's Too Late
0.722,0.273,82.918,0.322,0.0733,0.0,4,0.62,1,253533,-7.022,0.365,1,audio_features,spotify:track:5rn98Px14UpOBtDuhZAAvV,Weston Road Flows,Drake,Views
0.764,0.156,159.952,0.458,0.0494,0.0,4,0.417,1,264120,-5.364,0.525,1,audio_features,spotify:track:7zOTHPkTMxYNpYaFUCokmV,What Up,Pimp C,The Naked Soul of Sweet Jones
0.784,0.1,100.027,0.0779,0.232,0.0,4,0.703,2,263173,-2.942,0.569,1,audio_features,spotify:track:5FTCKvxzqy72ceS4Ujux4N,What's My Name?,Rihanna,Loud
0.839,0.0622,93.524,0.306,0.0662,0.0,4,0.579,10,114077,-7.232,0.724,0,audio_features,spotify:track:206LpI7P45CdZQOM3KFLe3,Where To Now,Champagne Pa,Closer To My Dreams
0.507,0.113,106.967,0.0919,0.41,0.000117,4,0.633,5,254480,-12.488,0.749,0,audio_features,spotify:track:3iESHfoVBkzBt325gEYjJY,Where Were You,Aubrey,Drank
0.453,0.14,161.997,0.338,0.0933,0.0,4,0.813,1,208027,-6.941,0.191,1,audio_features,spotify:track:5nN8BwAQDJDguq7Dpd3JQQ,Where Ya At,Future,DS2 (Deluxe)
0.406,0.0892,193.068,0.437,0.0304,0.0,4,0.681,4,233507,-9.83,0.172,1,audio_features,spotify:track:1mfsQje0xKuw9u3RUwrocx,Who Do You Love?,YG,My Krazy Life
0.362,0.139,93.008,0.591,0.0442,0.0,4,0.927,0,196587,-9.329,0.389,0,audio_features,spotify:track:2tlkU66loXhmV2JqTHlz5T,Why You Always Hatin?,YG,Still Brazy (Deluxe)
0.589,0.11,139.751,0.392,0.074,0.0,4,0.826,5,255139,-5.489,0.297,0,audio_features,spotify:track:0WHxt7NjSS6FvajiQTURJQ,Wildfire (OVO Remix),SBTRKT,Wildfire
0.612,0.664,118.844,0.442,0.0303,0.0,5,0.54,1,267624,-10.683,0.472,0,audio_features,spotify:track:7j9xi8N0gbYG9rXwqQ7gBG,The Winner,Champagne Pa,Closer To My Dreams
0.407,0.112,127.97,0.256,0.152,0.000188,4,0.872,1,195053,-10.036,0.802,1,audio_features,spotify:track:4p3hA9qjCRix74GyuI3Qm5,With You,Drake,Views
0.467,0.242,150.783,0.0622,0.762,0.0,4,0.391,8,229373,-7.451,0.468,1,audio_features,spotify:track:5fX5REubGobYCqH6obz3nn,With You,Lil Wayne,I Am Not A Human Being (Explicit Version)
0.534,0.0919,91.974,0.0946,0.0752,0.0,4,0.725,11,219320,-6.238,0.558,1,audio_features,spotify:track:50R3hdsZQeg3k8zJdVphSZ,Work,Rihanna,ANTI
0.781,0.185,109.945,0.147,0.158,0.0,4,0.771,9,270200,-6.361,0.407,1,audio_features,spotify:track:3X37NtwadSS0RM20dh2IgP,Worst Behavior,Drake,Nothing Was The Same (Deluxe)
0.43,0.0998,99.915,0.188,0.0503,0.0,4,0.844,8,217600,-8.44,0.37,0,audio_features,spotify:track:1HnhCD1u0c4dHSMazmWGyM,Wu-Tang Forever,Drake,Nothing Was The Same (Deluxe)
0.346,0.108,119.958,0.53,0.035,0.0,4,0.964,5,142273,-9.309,0.562,0,audio_features,spotify:track:1wsf1YFQSYND45y0GzJmf7,Yes Indeed,Lil Baby,Yes Indeed
0.476,0.129,154.531,0.282,0.166,0.0,4,0.574,3,264907,-7.444,0.223,1,audio_features,spotify:track:6RrmYcWmDRmlR45kMTIZXg,You & The 6,Drake,If You're Reading This It's Too Late
0.77,0.24,86.902,0.296,0.537,5.62e-06,4,0.563,11,229146,-12.877,0.696,1,audio_features,spotify:track:2d619casRJTy5SuzRy7wXW,You Know You Know,Champagne Pa,Closer To My Dreams
0.523,0.1,139.951,0.0839,0.305,0.000411,4,0.616,3,418507,-8.105,0.258,0,audio_features,spotify:track:0HUpfgkE3FulPgF5gR0v8u,The Zone,The Weeknd,Trilogy
0.747,0.623,82.835,0.272,0.236,0.0,4,0.558,11,182126,-7.294,0.468,0,audio_features,spotify:track:44OIUsntX5iRnVy5EvbCgM,Zone,Champagne Pa,Closer To My Dreams
